"TOA5","Potchefstroom","CR1000X","12345","CR1000X.Std.13.02","CPU:StratusDemo.CR1X","51201","WeatherData"
"TIMESTAMP","RECORD","AirTC_Avg","RH","DewPt_Avg","BP_mbar_Avg","WS_ms_Avg","WS_Max","WSpd_Min","WindDir","Wind_Dir_SD1_WVT","SlrW_Avg","SlrMJ_Tot","UV_Index_Avg","Rain_mm_Tot","SoilTC_Avg","VWC_Avg","Visibility_km","PM2_5_Avg","PM10_Avg","Lightning_Tot","LightningDist","LightningEnergy","BattV_Avg","PTemp_C_Avg","MPPT_SolV_Avg","MPPT_SolI_Avg","MPPT_SolP_Avg","MPPT_BatV_Avg","MPPT_LdV_Avg","MPPT_LdI_Avg","SolarCharger_BoardTemp_1_Avg"
"2026-08-16 09:45:00","1212","18.62","55.3","9.49","857.53","2.22","3.04","1.12","38.8","12.7","528.4","0.1585","5.8","0.00","14.29","0.1808","27.4","12.2","25.8","281","NAN","NAN","14.079","25.00","19.57","2.59","50.7","14.079","14.02","0.22","23.66"
"2026-08-16 09:50:00","1213","18.74","56.3","9.87","857.55","2.34","4.08","1.40","38.5","16.8","539.5","0.1618","6.0","0.00","14.35","0.1807","24.2","14.4","29.7","281","NAN","NAN","14.115","25.20","19.12","2.61","49.9","14.115","13.97","0.22","24.21"
"2026-08-16 09:55:00","1214","19.33","53.4","9.63","857.41","2.26","3.53","1.18","38.2","15.9","559.9","0.1680","6.2","0.00","14.41","0.1805","27.1","13.0","24.0","281","NAN","NAN","14.133","26.14","19.10","2.71","51.8","14.133","14.01","0.14","24.94"
"2026-08-16 10:00:00","1215","19.23","54.4","9.82","857.44","1.90","2.67","0.89","38.0","6.1","578.4","0.1735","6.4","0.00","14.47","0.1804","24.2","15.0","32.3","281","NAN","NAN","14.136","25.70","19.43","2.77","53.8","14.136","14.04","0.32","25.02"
"2026-08-16 10:05:00","1216","19.38","51.8","9.21","857.23","2.07","3.13","1.04","37.7","7.1","549.5","0.1649","6.1","0.00","14.53","0.1803","26.8","13.1","26.1","281","NAN","NAN","14.112","25.54","19.32","2.67","51.6","14.112","14.00","0.30","24.46"
"2026-08-16 10:10:00","1217","19.48","51.5","9.25","857.30","2.44","3.56","1.22","37.5","10.4","588.0","0.1764","6.5","0.00","14.60","0.1802","21.1","14.6","32.7","281","NAN","NAN","14.173","25.97","19.07","2.96","56.4","14.173","14.10","0.13","24.81"
"2026-08-16 10:15:00","1218","19.94","51.4","9.61","857.24","2.48","4.30","1.16","37.3","14.7","586.5","0.1760","6.5","0.00","14.66","0.1801","27.3","12.3","22.9","281","NAN","NAN","14.148","26.78","19.11","2.83","54.1","14.148","14.04","0.19","24.98"
"2026-08-16 10:20:00","1219","20.16","49.7","9.32","857.25","2.58","4.16","1.54","37.0","17.2","586.5","0.1759","6.5","0.00","14.72","0.1800","26.8","11.5","27.3","281","NAN","NAN","14.153","26.48","19.71","2.71","53.4","14.153","14.04","0.13","25.51"
"2026-08-16 10:25:00","1220","19.99","51.8","9.77","857.24","2.27","3.57","1.37","36.8","15.1","584.4","0.1753","6.5","0.00","14.78","0.1798","24.0","12.4","26.2","281","NAN","NAN","14.143","26.57","19.42","2.82","54.8","14.143","14.01","0.28","25.87"
"2026-08-16 10:30:00","1221","20.10","49.9","9.34","857.14","2.38","3.61","1.18","36.5","7.4","601.5","0.1805","6.7","0.00","14.85","0.1797","22.9","15.8","29.0","281","NAN","NAN","14.182","26.89","19.24","2.94","56.6","14.182","14.08","0.21","25.72"
"2026-08-16 10:35:00","1222","20.80","48.5","9.56","856.96","2.79","4.56","1.37","36.3","8.7","600.8","0.1802","6.7","0.00","14.91","0.1796","28.3","12.4","23.2","281","NAN","NAN","14.163","26.91","19.83","2.96","58.7","14.163","14.07","0.13","25.85"
"2026-08-16 10:40:00","1223","20.74","49.5","9.80","857.03","2.12","3.48","1.00","36.0","10.6","615.1","0.1845","6.8","0.00","14.98","0.1795","26.4","14.7","25.2","281","NAN","NAN","14.190","26.76","19.35","2.95","57.1","14.190","14.11","0.16","26.13"
"2026-08-16 10:45:00","1224","20.91","48.9","9.78","856.96","2.29","3.31","1.47","35.8","9.7","654.2","0.1963","7.3","0.00","15.04","0.1794","25.4","15.5","27.9","281","NAN","NAN","14.235","27.18","19.45","3.21","62.4","14.235","14.09","0.32","26.59"
"2026-08-16 10:50:00","1225","21.03","49.6","10.08","856.84","2.32","3.20","1.59","35.6","15.7","623.3","0.1870","6.9","0.00","15.11","0.1792","24.4","16.3","29.1","281","NAN","NAN","14.190","27.74","19.20","3.05","58.6","14.190","14.11","0.33","26.66"
"2026-08-16 10:55:00","1226","21.20","47.7","9.67","857.05","2.65","4.41","1.84","35.3","7.7","631.4","0.1894","7.0","0.00","15.18","0.1791","28.0","10.9","23.4","281","NAN","NAN","14.217","27.63","19.46","3.13","60.9","14.217","14.08","0.28","26.71"
"2026-08-16 11:00:00","1227","21.30","47.3","9.64","856.85","2.45","3.83","1.82","35.1","11.0","659.2","0.1978","7.4","0.00","15.24","0.1790","25.3","14.7","25.0","281","NAN","NAN","14.236","28.35","19.97","3.20","63.9","14.236","14.17","0.31","26.61"
"2026-08-16 11:05:00","1228","21.86","44.7","9.31","856.86","2.78","4.28","1.35","34.8","16.4","662.1","0.1986","7.4","0.00","15.31","0.1788","30.2","10.6","18.3","281","NAN","NAN","14.253","28.76","19.87","3.22","64.0","14.253","14.14","0.13","27.76"
"2026-08-16 11:10:00","1229","21.60","47.8","10.06","856.85","2.82","4.04","1.38","34.6","12.1","622.8","0.1868","6.9","0.00","15.38","0.1787","27.9","11.4","21.7","281","NAN","NAN","14.214","28.63","19.54","2.88","56.3","14.214","14.14","0.33","27.38"
"2026-08-16 11:15:00","1230","22.21","45.3","9.81","856.90","3.00","4.58","2.02","34.4","17.8","670.8","0.2012","7.5","0.00","15.45","0.1786","22.8","14.0","31.3","281","NAN","NAN","14.241","28.69","19.48","3.30","64.3","14.241","14.11","0.24","27.38"
"2026-08-16 11:20:00","1231","22.16","44.2","9.39","856.81","2.54","3.83","1.28","34.2","8.2","680.2","0.2041","7.6","0.00","15.52","0.1784","23.1","13.3","27.9","281","NAN","NAN","14.245","28.68","20.10","3.39","68.2","14.245","14.17","0.33","27.80"
"2026-08-16 11:25:00","1232","22.11","46.4","10.08","856.67","2.94","5.07","2.03","33.9","16.8","650.6","0.1952","7.3","0.00","15.59","0.1783","26.3","11.7","24.2","281","NAN","NAN","14.250","28.69","19.76","3.01","59.5","14.250","14.12","0.16","27.97"
"2026-08-16 11:30:00","1233","22.28","44.2","9.51","856.71","3.00","4.67","2.13","33.7","11.8","686.0","0.2058","7.7","0.00","15.65","0.1782","23.7","12.9","29.4","281","NAN","NAN","14.283","28.57","20.07","3.39","68.0","14.283","14.19","0.33","28.17"
"2026-08-16 11:35:00","1234","22.22","44.1","9.44","856.77","2.73","4.24","1.79","33.5","6.6","659.8","0.1979","7.4","0.00","15.72","0.1780","28.5","11.4","23.8","281","NAN","NAN","14.242","29.04","19.88","3.08","61.2","14.242","14.17","0.13","27.66"
"2026-08-16 11:40:00","1235","22.61","42.0","9.07","856.65","2.59","3.77","1.55","33.2","17.4","650.2","0.1951","7.3","0.00","15.79","0.1779","23.5","11.9","27.1","281","NAN","NAN","14.244","29.56","19.82","3.07","60.8","14.244","14.15","0.34","28.05"
"2026-08-16 11:45:00","1236","22.97","42.4","9.54","856.68","3.28","5.04","1.93","33.0","6.3","691.3","0.2074","7.7","0.00","15.86","0.1778","26.4","12.4","23.5","281","NAN","NAN","14.280","29.59","19.67","3.23","63.5","14.280","14.18","0.13","28.94"
"2026-08-16 11:50:00","1237","22.56","44.0","9.69","856.45","3.34","4.81","2.33","32.8","7.7","664.4","0.1993","7.4","0.00","15.93","0.1776","23.4","14.2","27.7","281","NAN","NAN","14.235","29.51","19.93","3.14","62.6","14.235","14.11","0.15","28.25"
"2026-08-16 11:55:00","1238","22.73","43.6","9.73","856.70","3.21","4.90","2.39","32.6","17.4","667.6","0.2003","7.5","0.00","16.00","0.1775","26.9","11.6","24.3","281","NAN","NAN","14.255","29.53","19.76","3.18","62.8","14.255","14.15","0.15","28.23"
"2026-08-16 12:00:00","1239","22.95","41.1","9.05","856.40","3.41","5.34","2.41","32.4","12.3","634.9","0.1905","7.1","0.00","16.07","0.1774","26.3","12.1","21.4","281","NAN","NAN","14.219","28.90","19.41","3.02","58.6","14.219","14.07","0.25","28.13"
"2026-08-16 12:05:00","1240","22.81","41.9","9.21","856.42","3.15","5.23","1.92","32.1","16.5","653.9","0.1962","7.3","0.00","16.14","0.1773","29.4","10.6","22.3","281","NAN","NAN","14.243","29.13","20.04","3.06","61.3","14.243","14.17","0.23","28.01"
"2026-08-16 12:10:00","1241","23.06","40.8","9.03","856.49","2.95","4.98","1.91","31.9","13.7","644.7","0.1934","7.2","0.00","16.21","0.1771","26.9","14.5","25.5","281","NAN","NAN","14.232","29.79","19.67","3.15","62.0","14.232","14.11","0.24","28.53"
"2026-08-16 12:15:00","1242","23.75","41.0","9.72","856.47","3.26","4.77","1.83","31.7","7.6","687.0","0.2061","7.7","0.00","16.28","0.1770","29.2","12.0","22.9","281","NAN","NAN","14.273","30.53","19.67","3.38","66.5","14.273","14.16","0.27","29.51"
"2026-08-16 12:20:00","1243","23.34","40.2","9.07","856.43","3.32","5.74","2.00","31.5","8.1","656.6","0.1970","7.3","0.00","16.35","0.1769","26.2","13.2","23.7","281","NAN","NAN","14.229","29.52","19.50","3.22","62.8","14.229","14.09","0.29","29.07"
"2026-08-16 12:25:00","1244","23.57","42.2","9.99","856.36","3.69","6.30","2.19","31.3","16.7","637.5","0.1913","7.1","0.00","16.42","0.1767","26.2","12.6","25.3","281","NAN","NAN","14.224","29.53","19.55","3.09","60.4","14.224","14.12","0.12","28.75"
"2026-08-16 12:30:00","1245","23.78","40.0","9.38","856.32","3.68","6.20","2.36","31.1","10.7","676.8","0.2030","7.6","0.00","16.49","0.1766","30.5","9.2","16.3","281","NAN","NAN","14.280","30.22","19.67","3.23","63.5","14.280","14.22","0.27","29.27"
"2026-08-16 12:35:00","1246","24.16","39.5","9.53","856.41","3.85","5.40","1.86","30.9","12.9","682.4","0.2047","7.6","0.00","16.56","0.1765","28.1","9.6","18.4","281","NAN","NAN","14.261","30.44","20.07","3.39","68.0","14.261","14.20","0.31","29.66"
"2026-08-16 12:40:00","1247","23.95","41.6","10.12","856.48","3.26","5.68","2.28","30.7","9.7","639.2","0.1917","7.1","0.00","16.63","0.1763","22.9","12.5","28.3","281","NAN","NAN","14.214","30.63","19.35","3.07","59.4","14.214","14.08","0.14","29.78"
"2026-08-16 12:45:00","1248","24.00","40.7","9.83","856.50","3.46","5.28","2.35","30.5","16.7","632.3","0.1897","7.0","0.00","16.70","0.1762","31.9","10.6","18.0","281","NAN","NAN","14.207","30.45","19.40","2.95","57.2","14.207","14.09","0.29","29.55"
"2026-08-16 12:50:00","1249","24.04","40.6","9.82","856.42","3.27","4.83","1.85","30.3","9.6","661.0","0.1983","7.4","0.00","16.77","0.1761","26.6","11.7","22.2","281","NAN","NAN","14.225","30.03","19.79","3.27","64.7","14.225","14.08","0.16","29.89"
"2026-08-16 12:55:00","1250","24.32","38.7","9.39","856.57","4.02","6.35","2.13","30.0","8.0","640.9","0.1923","7.1","0.00","16.83","0.1759","28.8","10.6","21.3","281","NAN","NAN","14.202","30.25","19.93","3.21","64.0","14.202","14.15","0.21","29.58"
"2026-08-16 13:00:00","1251","24.02","41.1","10.01","856.41","3.41","5.65","2.14","29.8","12.8","616.4","0.1849","6.9","0.00","16.90","0.1758","24.8","13.7","30.8","281","NAN","NAN","14.195","30.60","19.31","2.87","55.4","14.195","14.14","0.29","29.32"
"2026-08-16 13:05:00","1252","23.99","39.4","9.36","856.34","3.21","4.75","2.05","29.7","11.6","598.8","0.1796","6.7","0.00","16.97","0.1757","24.2","11.8","26.2","281","NAN","NAN","14.190","30.85","19.12","2.89","55.3","14.190","14.11","0.22","29.78"
"2026-08-16 13:10:00","1253","24.46","38.0","9.21","856.45","3.33","5.09","1.76","29.5","12.0","602.8","0.1808","6.7","0.00","17.03","0.1756","28.5","10.1","24.0","281","NAN","NAN","14.191","31.04","19.51","3.02","58.9","14.191","14.09","0.18","30.37"
"2026-08-16 13:15:00","1254","24.60","37.9","9.30","856.54","3.73","6.45","2.48","29.3","12.9","629.0","0.1887","7.0","0.00","17.10","0.1755","29.9","11.1","21.0","281","NAN","NAN","14.221","31.43","19.27","2.94","56.7","14.221","14.09","0.31","29.66"
"2026-08-16 13:20:00","1255","24.23","39.7","9.68","856.60","3.51","5.86","1.73","29.1","12.2","607.1","0.1821","6.8","0.00","17.17","0.1753","25.1","13.4","28.6","281","NAN","NAN","14.178","30.33","19.69","2.87","56.5","14.178","14.09","0.28","29.56"
"2026-08-16 13:25:00","1256","24.65","38.7","9.66","856.65","3.65","5.36","2.54","28.9","13.1","605.2","0.1815","6.7","0.00","17.23","0.1752","30.0","9.5","18.2","281","NAN","NAN","14.189","31.68","19.45","2.89","56.2","14.189","14.13","0.27","30.44"
"2026-08-16 13:30:00","1257","24.61","38.6","9.61","856.43","3.83","5.38","2.25","28.7","14.9","585.2","0.1755","6.5","0.00","17.30","0.1751","27.2","10.5","22.2","281","NAN","NAN","14.163","30.69","19.13","2.71","51.8","14.163","14.07","0.16","29.98"
"2026-08-16 13:35:00","1258","24.31","40.4","9.99","856.42","3.70","5.43","2.46","28.5","10.2","585.0","0.1755","6.5","0.00","17.36","0.1750","27.2","10.7","20.9","281","NAN","NAN","14.167","30.73","19.07","2.82","53.8","14.167","14.07","0.25","30.23"
"2026-08-16 13:40:00","1259","24.62","39.1","9.79","856.64","4.17","6.71","2.32","28.3","6.9","566.9","0.1701","6.3","0.00","17.43","0.1749","29.9","8.4","15.6","281","NAN","NAN","14.123","30.94","19.05","2.64","50.3","14.123","14.01","0.14","30.03"
"2026-08-16 13:45:00","1260","24.74","39.0","9.86","856.60","4.07","5.80","2.03","28.1","11.2","561.9","0.1686","6.2","0.00","17.49","0.1747","29.0","10.4","21.9","281","NAN","NAN","14.120","30.88","19.38","2.68","51.9","14.120","13.99","0.17","30.08"
"2026-08-16 13:50:00","1261","24.92","38.7","9.89","856.55","3.47","5.07","2.47","27.9","14.5","580.6","0.1742","6.4","0.00","17.55","0.1746","27.8","12.8","23.5","281","NAN","NAN","14.150","31.86","19.22","2.82","54.2","14.150","14.07","0.19","30.68"
"2026-08-16 13:55:00","1262","25.10","38.5","9.98","856.56","3.50","5.97","1.63","27.8","6.6","557.6","0.1673","6.2","0.00","17.61","0.1745","28.5","9.4","19.3","281","NAN","NAN","14.109","32.10","19.16","2.80","53.7","14.109","13.98","0.33","30.69"
"2026-08-16 14:00:00","1263","24.55","37.1","8.95","856.75","3.62","5.04","2.59","27.6","14.5","536.5","0.1609","5.9","0.00","17.67","0.1744","25.6","13.0","22.8","281","NAN","NAN","14.116","30.58","18.93","2.67","50.6","14.116","14.00","0.19","30.41"
"2026-08-16 14:05:00","1264","25.34","37.4","9.76","856.84","3.48","4.81","1.91","27.4","10.4","560.9","0.1683","6.2","0.00","17.73","0.1743","24.4","13.0","26.5","281","NAN","NAN","14.137","31.61","19.05","2.84","54.1","14.137","14.06","0.33","30.72"
"2026-08-16 14:10:00","1265","25.08","36.6","9.24","856.89","3.47","4.88","2.59","27.2","16.0","542.1","0.1626","6.0","0.00","17.79","0.1742","28.6","9.7","20.4","281","NAN","NAN","14.122","31.82","19.50","2.49","48.5","14.122","13.98","0.19","30.51"
"2026-08-16 14:15:00","1266","24.89","36.7","9.09","856.80","4.30","5.85","2.94","27.1","9.4","533.6","0.1601","5.9","0.00","17.85","0.1741","31.9","7.8","16.3","281","NAN","NAN","14.113","31.08","19.05","2.61","49.7","14.113","14.06","0.21","30.03"
"2026-08-16 14:20:00","1267","25.33","38.4","10.15","856.95","4.31","6.69","2.68","26.9","7.8","530.8","0.1592","5.9","0.00","17.91","0.1740","28.3","10.9","22.9","281","NAN","NAN","14.094","31.55","19.03","2.44","46.4","14.094","13.95","0.28","30.43"
"2026-08-16 14:25:00","1268","24.87","38.5","9.80","856.96","4.22","6.55","2.92","26.7","15.2","490.6","0.1472","5.4","0.00","17.96","0.1739","24.7","11.7","25.2","281","NAN","NAN","14.051","31.76","19.48","2.23","43.4","14.051","13.91","0.26","30.62"
"2026-08-16 14:30:00","1269","24.83","39.4","10.10","856.90","4.07","5.55","2.69","26.6","7.7","491.0","0.1473","5.4","0.00","18.02","0.1738","25.1","11.8","26.4","281","NAN","NAN","14.068","31.11","19.22","2.47","47.5","14.068","14.00","0.20","29.86"
"2026-08-16 14:35:00","1270","24.97","37.1","9.30","856.81","4.13","5.89","2.30","26.4","15.9","498.4","0.1495","5.5","0.00","18.08","0.1737","27.3","12.0","24.6","281","NAN","NAN","14.051","31.55","19.08","2.28","43.5","14.051","13.98","0.13","30.63"
"2026-08-16 14:40:00","1271","24.73","37.2","9.16","856.88","3.99","6.45","2.89","26.2","14.1","460.3","0.1381","5.0","0.00","18.13","0.1736","30.6","10.8","18.8","281","NAN","NAN","13.999","31.72","18.94","2.30","43.6","13.999","13.87","0.18","29.87"
"2026-08-16 14:45:00","1272","24.90","37.2","9.32","856.92","4.03","6.73","2.95","26.1","13.0","455.9","0.1368","5.0","0.00","18.18","0.1735","23.2","12.8","27.0","281","NAN","NAN","14.019","31.23","19.03","2.08","39.6","14.019","13.91","0.12","30.29"
"2026-08-16 14:50:00","1273","24.85","37.9","9.54","857.13","4.06","6.23","1.89","25.9","16.9","453.5","0.1360","5.0","0.00","18.23","0.1734","31.6","10.0","18.2","281","NAN","NAN","14.027","30.87","19.02","2.31","43.9","14.027","13.96","0.20","30.14"
"2026-08-16 14:55:00","1274","24.84","36.6","9.01","857.21","3.87","5.60","2.69","25.7","7.2","444.4","0.1333","4.9","0.00","18.29","0.1733","23.8","11.9","26.7","281","NAN","NAN","13.986","31.46","18.97","2.06","39.1","13.986","13.93","0.16","30.52"
"2026-08-16 15:00:00","1275","25.14","37.7","9.72","857.15","3.82","5.96","2.85","25.6","7.7","431.9","0.1296","4.7","0.00","18.34","0.1732","26.2","13.2","25.2","281","NAN","NAN","13.998","32.12","18.81","2.05","38.6","13.998","13.91","0.13","31.10"
"2026-08-16 15:05:00","1276","25.40","37.2","9.74","857.28","4.33","6.66","3.08","25.4","12.2","433.7","0.1301","4.7","0.00","18.38","0.1731","28.9","8.6","16.6","281","NAN","NAN","13.999","31.52","18.66","2.04","38.1","13.999","13.93","0.30","30.99"
"2026-08-16 15:10:00","1277","25.07","36.8","9.28","857.20","3.88","5.36","2.27","25.3","10.5","396.4","0.1189","4.3","0.00","18.43","0.1731","23.7","13.0","31.0","281","NAN","NAN","13.936","31.90","18.91","2.05","38.8","13.936","13.83","0.32","30.36"
"2026-08-16 15:15:00","1278","24.90","36.3","8.96","857.36","3.86","5.74","1.86","25.1","6.6","406.5","0.1220","4.4","0.00","18.48","0.1730","26.6","12.9","22.6","281","NAN","NAN","13.938","30.97","18.76","2.12","39.8","13.938","13.86","0.14","30.08"
"2026-08-16 15:20:00","1279","24.76","37.0","9.08","857.42","3.52","4.95","2.58","25.0","16.6","374.1","0.1122","4.1","0.00","18.52","0.1729","30.0","10.4","20.7","281","NAN","NAN","13.936","31.58","18.39","1.88","34.6","13.936","13.85","0.33","30.71"
"2026-08-16 15:25:00","1280","25.03","38.0","9.72","857.48","3.55","4.99","1.99","24.8","16.2","376.8","0.1130","4.1","0.00","18.57","0.1728","26.0","11.5","22.1","281","NAN","NAN","13.913","31.78","19.00","1.84","35.0","13.913","13.85","0.28","30.26"
"2026-08-16 15:30:00","1281","24.95","36.3","8.98","857.44","4.16","6.20","2.89","24.7","17.1","364.1","0.1092","3.9","0.00","18.61","0.1728","30.5","10.0","17.9","281","NAN","NAN","13.908","30.96","18.92","1.83","34.6","13.908","13.77","0.20","30.13"
"2026-08-16 15:35:00","1282","25.17","36.0","9.05","857.69","4.18","6.03","2.09","24.5","13.9","347.3","0.1042","3.8","0.00","18.65","0.1727","30.7","8.2","14.4","281","NAN","NAN","13.904","31.45","18.44","1.79","33.0","13.904","13.85","0.18","30.44"
"2026-08-16 15:40:00","1283","24.93","38.5","9.82","857.54","4.36","7.16","3.04","24.4","8.5","330.5","0.0991","3.6","0.00","18.69","0.1726","26.9","11.7","22.1","281","NAN","NAN","13.877","31.90","18.29","1.60","29.3","13.877","13.82","0.20","30.60"
"2026-08-16 15:45:00","1284","25.16","36.0","9.06","857.68","3.73","5.27","1.82","24.3","7.0","322.6","0.0968","3.5","0.00","18.73","0.1726","26.3","11.7","26.2","281","NAN","NAN","13.882","31.57","18.35","1.46","26.8","13.882","13.78","0.16","30.45"
"2026-08-16 15:50:00","1285","24.63","38.9","9.72","857.75","3.75","5.52","2.59","24.1","14.8","306.6","0.0920","3.3","0.00","18.77","0.1725","27.1","9.1","21.6","281","NAN","NAN","13.840","31.25","18.14","1.53","27.8","13.840","13.69","0.28","29.79"
"2026-08-16 15:55:00","1286","24.83","38.9","9.89","857.90","4.11","5.75","2.95","24.0","10.2","305.9","0.0918","3.3","0.00","18.81","0.1724","22.9","11.6","27.8","281","NAN","NAN","13.863","31.56","18.69","1.60","29.9","13.863","13.81","0.29","30.45"
"2026-08-16 16:00:00","1287","24.79","39.4","10.06","857.87","3.74","5.19","2.71","23.9","15.8","295.4","0.0886","3.2","0.00","18.84","0.1724","29.0","9.7","18.3","281","NAN","NAN","13.821","25.45","18.17","1.56","28.3","13.821","13.70","0.24","26.32"
"2026-08-16 16:05:00","1288","24.71","37.6","9.30","857.81","4.29","6.99","2.03","23.7","18.0","268.7","0.0806","2.9","0.00","18.88","0.1723","28.2","12.2","22.4","281","NAN","NAN","13.797","24.93","18.17","1.33","24.2","13.797","13.67","0.25","25.88"
"2026-08-16 16:10:00","1289","25.14","36.0","9.03","858.08","3.96","6.41","1.85","23.6","15.4","269.4","0.0808","2.9","0.00","18.91","0.1723","26.7","11.5","26.0","281","NAN","NAN","13.794","26.46","18.47","1.32","24.4","13.794","13.68","0.28","26.79"
"2026-08-16 16:15:00","1290","24.43","40.1","10.00","857.87","3.47","4.98","2.18","23.5","11.4","244.8","0.0734","2.6","0.00","18.94","0.1722","26.9","11.9","20.5","281","NAN","NAN","13.773","25.00","18.27","1.26","23.0","13.773","13.72","0.23","25.45"
"2026-08-16 16:20:00","1291","24.64","37.1","9.04","858.06","4.11","7.11","2.66","23.4","11.9","235.1","0.0705","2.5","0.00","18.97","0.1722","28.3","10.8","23.5","281","NAN","NAN","13.756","24.87","18.48","1.04","19.2","13.756","13.67","0.16","26.19"
"2026-08-16 16:25:00","1292","24.68","37.9","9.38","858.13","3.47","5.66","2.18","23.2","6.0","225.6","0.0677","2.4","0.00","19.00","0.1721","25.1","12.9","30.7","281","NAN","NAN","13.740","25.40","18.00","1.05","18.9","13.740","13.63","0.27","26.08"
"2026-08-16 16:30:00","1293","24.45","39.7","9.87","858.22","3.91","6.68","2.22","23.1","10.9","199.4","0.0598","2.1","0.00","19.03","0.1721","28.0","10.6","21.7","281","NAN","NAN","13.737","25.35","18.42","0.94","17.3","13.737","13.60","0.33","25.27"
